Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%),Year,Month,Day,Day_of_Week,Day_Name,Temperature_Range (°C),Humidity_Temperature_Index
2024-03-05,Mumbai,Maharashtra,38.7,24.9,31.8,43.2,14.2,9.6,331,Very Poor,1001.0,53.6,2024,3,5,1,Tuesday,13.800000000000004,1373.7600000000002
2024-03-05,Delhi,Delhi,26.0,17.4,21.7,85.7,0.0,10.9,196,Moderate,1022.0,77.4,2024,3,5,1,Tuesday,8.600000000000001,1859.69
2024-03-05,Bengaluru,Karnataka,44.8,35.1,39.9,33.8,0.0,23.8,223,Poor,1016.8,30.5,2024,3,5,1,Tuesday,9.699999999999996,1348.62
2024-03-05,Chennai,Tamil Nadu,39.4,25.0,32.2,87.3,0.0,14.7,204,Poor,994.0,17.0,2024,3,5,1,Tuesday,14.399999999999999,2811.06
2024-03-05,Kolkata,West Bengal,30.4,25.2,27.8,77.0,0.0,24.3,211,Poor,1006.9,11.0,2024,3,5,1,Tuesday,5.199999999999999,2140.6
2024-03-05,Hyderabad,Telangana,41.8,26.9,34.3,58.0,0.0,16.2,147,Moderate,1004.2,8.9,2024,3,5,1,Tuesday,14.899999999999999,1989.3999999999999
2024-03-05,Ahmedabad,Gujarat,30.3,18.4,24.4,91.7,0.0,14.4,277,Poor,992.5,93.7,2024,3,5,1,Tuesday,11.900000000000002,2237.48
2024-03-05,Jaipur,Rajasthan,38.2,24.9,31.5,72.1,60.0,13.9,79,Satisfactory,994.1,55.2,2024,3,5,1,Tuesday,13.300000000000004,2271.1499999999996
2024-03-05,Lucknow,Uttar Pradesh,36.8,27.0,31.9,70.5,0.0,23.9,261,Poor,1003.4,45.3,2024,3,5,1,Tuesday,9.799999999999997,2248.95
2024-03-05,Bhopal,Madhya Pradesh,37.1,29.1,33.1,56.7,0.0,10.6,281,Poor,990.9,26.1,2024,3,5,1,Tuesday,8.0,1876.7700000000002
2024-03-06,Mumbai,Maharashtra,29.0,23.2,26.1,60.8,0.2,19.7,251,Poor,1022.0,86.2,2024,3,6,2,Wednesday,5.800000000000001,1586.88
2024-03-06,Delhi,Delhi,26.0,13.2,19.6,85.0,0.0,21.4,88,Satisfactory,1015.5,98.2,2024,3,6,2,Wednesday,12.8,1666.0000000000002
2024-03-06,Bengaluru,Karnataka,29.5,22.4,26.0,81.5,14.7,2.6,300,Poor,1019.2,39.7,2024,3,6,2,Wednesday,7.100000000000001,2119.0
2024-03-06,Chennai,Tamil Nadu,36.1,22.1,29.1,90.2,0.0,17.4,228,Poor,1021.1,48.7,2024,3,6,2,Wednesday,14.0,2624.82
2024-03-06,Kolkata,West Bengal,28.8,15.7,22.2,92.9,0.0,14.9,177,Moderate,1007.6,18.7,2024,3,6,2,Wednesday,13.100000000000001,2062.38
2024-03-06,Hyderabad,Telangana,31.7,21.5,26.6,68.1,0.2,10.4,336,Very Poor,991.9,76.7,2024,3,6,2,Wednesday,10.2,1811.46
2024-03-06,Ahmedabad,Gujarat,29.8,21.6,25.7,41.9,0.0,18.0,170,Moderate,1009.6,41.7,2024,3,6,2,Wednesday,8.2,1076.83
2024-03-06,Jaipur,Rajasthan,36.2,31.2,33.7,35.1,8.8,23.2,216,Poor,999.5,40.2,2024,3,6,2,Wednesday,5.0000000000000036,1182.8700000000001
2024-03-06,Lucknow,Uttar Pradesh,42.6,28.2,35.4,78.1,0.0,12.8,285,Poor,991.7,23.2,2024,3,6,2,Wednesday,14.400000000000002,2764.74
2024-03-06,Bhopal,Madhya Pradesh,34.1,26.1,30.1,55.0,0.0,4.7,220,Poor,998.8,92.5,2024,3,6,2,Wednesday,8.0,1655.5
2024-03-07,Mumbai,Maharashtra,35.7,24.7,30.2,53.8,0.0,5.0,135,Moderate,1008.8,94.0,2024,3,7,3,Thursday,11.000000000000004,1624.7599999999998
2024-03-07,Delhi,Delhi,42.4,29.7,36.1,46.1,0.5,6.6,264,Poor,1003.0,52.7,2024,3,7,3,Thursday,12.7,1664.21
2024-03-07,Bengaluru,Karnataka,27.3,18.2,22.7,61.5,0.0,20.6,256,Poor,1014.3,57.8,2024,3,7,3,Thursday,9.100000000000001,1396.05
2024-03-07,Chennai,Tamil Nadu,33.2,26.9,30.0,73.3,0.0,22.9,179,Moderate,1010.6,13.1,2024,3,7,3,Thursday,6.300000000000004,2199.0
2024-03-07,Kolkata,West Bengal,40.1,27.2,33.7,62.1,0.0,22.7,306,Very Poor,1021.4,70.1,2024,3,7,3,Thursday,12.900000000000002,2092.7700000000004
2024-03-07,Hyderabad,Telangana,26.8,13.1,20.0,50.8,0.0,7.8,131,Moderate,1001.2,17.8,2024,3,7,3,Thursday,13.700000000000001,1016.0
2024-03-07,Ahmedabad,Gujarat,36.4,27.0,31.7,52.5,7.5,9.6,80,Satisfactory,1016.1,19.4,2024,3,7,3,Thursday,9.399999999999999,1664.25
2024-03-07,Jaipur,Rajasthan,31.9,18.8,25.4,46.0,19.2,16.6,203,Poor,998.9,57.8,2024,3,7,3,Thursday,13.099999999999998,1168.3999999999999
2024-03-07,Lucknow,Uttar Pradesh,38.1,30.8,34.4,86.2,0.0,10.6,62,Satisfactory,1002.3,56.6,2024,3,7,3,Thursday,7.300000000000001,2965.28
2024-03-07,Bhopal,Madhya Pradesh,40.8,33.6,37.2,74.0,8.1,17.2,131,Moderate,1002.4,81.8,2024,3,7,3,Thursday,7.199999999999996,2752.8
2024-03-08,Mumbai,Maharashtra,36.4,24.0,30.2,54.6,3.1,23.4,320,Very Poor,1009.1,67.8,2024,3,8,4,Friday,12.399999999999999,1648.92
2024-03-08,Delhi,Delhi,27.0,19.7,23.3,76.1,0.0,4.1,130,Moderate,1005.3,26.9,2024,3,8,4,Friday,7.300000000000001,1773.1299999999999
2024-03-08,Bengaluru,Karnataka,40.4,34.7,37.6,83.8,0.0,9.8,290,Poor,993.1,96.3,2024,3,8,4,Friday,5.699999999999996,3150.88
2024-03-08,Chennai,Tamil Nadu,34.2,27.0,30.6,90.7,0.0,23.7,330,Very Poor,990.1,27.6,2024,3,8,4,Friday,7.200000000000003,2775.42
2024-03-08,Kolkata,West Bengal,28.4,22.3,25.4,67.1,43.4,17.6,166,Moderate,992.6,99.3,2024,3,8,4,Friday,6.099999999999998,1704.3399999999997
2024-03-08,Hyderabad,Telangana,30.7,20.2,25.5,49.8,0.0,21.2,128,Moderate,1010.0,99.9,2024,3,8,4,Friday,10.5,1269.8999999999999
2024-03-08,Ahmedabad,Gujarat,30.6,24.0,27.3,40.7,65.5,24.4,141,Moderate,998.1,88.7,2024,3,8,4,Friday,6.600000000000001,1111.1100000000001
2024-03-08,Jaipur,Rajasthan,27.3,13.6,20.4,71.3,0.0,18.9,56,Satisfactory,1005.9,99.0,2024,3,8,4,Friday,13.700000000000001,1454.5199999999998
2024-03-08,Lucknow,Uttar Pradesh,32.1,22.3,27.2,62.7,61.0,23.6,210,Poor,1018.2,85.8,2024,3,8,4,Friday,9.8,1705.44
2024-03-08,Bhopal,Madhya Pradesh,41.5,33.5,37.5,55.9,0.0,24.1,203,Poor,1000.9,14.3,2024,3,8,4,Friday,8.0,2096.25
2024-03-09,Mumbai,Maharashtra,26.1,20.0,23.1,44.3,4.7,19.0,138,Moderate,1004.9,36.7,2024,3,9,5,Saturday,6.100000000000001,1023.33
2024-03-09,Delhi,Delhi,40.5,35.0,37.7,30.8,0.0,7.4,260,Poor,1022.6,86.7,2024,3,9,5,Saturday,5.5,1161.16
2024-03-09,Bengaluru,Karnataka,34.6,24.4,29.5,93.4,9.7,6.5,165,Moderate,997.5,69.2,2024,3,9,5,Saturday,10.200000000000003,2755.3
2024-03-09,Chennai,Tamil Nadu,43.6,37.7,40.7,63.2,0.0,10.4,340,Very Poor,1011.7,20.1,2024,3,9,5,Saturday,5.899999999999999,2572.2400000000002
2024-03-09,Kolkata,West Bengal,43.3,36.6,40.0,37.9,0.0,11.6,62,Satisfactory,1005.7,61.9,2024,3,9,5,Saturday,6.699999999999996,1516.0
2024-03-09,Hyderabad,Telangana,29.5,15.2,22.4,89.0,0.0,16.4,236,Poor,999.6,91.4,2024,3,9,5,Saturday,14.3,1993.6
2024-03-09,Ahmedabad,Gujarat,26.4,12.3,19.4,92.3,0.0,11.0,336,Very Poor,996.3,59.9,2024,3,9,5,Saturday,14.099999999999998,1790.62
2024-03-09,Jaipur,Rajasthan,35.1,29.2,32.1,70.3,0.0,6.4,122,Moderate,996.7,78.0,2024,3,9,5,Saturday,5.900000000000002,2256.63
2024-03-09,Lucknow,Uttar Pradesh,40.3,33.3,36.8,50.9,76.0,6.8,198,Moderate,1002.5,19.2,2024,3,9,5,Saturday,7.0,1873.12
2024-03-09,Bhopal,Madhya Pradesh,34.2,20.2,27.2,90.5,44.4,20.6,170,Moderate,990.1,35.4,2024,3,9,5,Saturday,14.000000000000004,2461.6
2024-03-10,Mumbai,Maharashtra,29.6,22.6,26.1,32.5,0.0,7.3,189,Moderate,1018.1,85.9,2024,3,10,6,Sunday,7.0,848.25
2024-03-10,Delhi,Delhi,33.3,18.5,25.9,43.0,0.0,10.7,167,Moderate,1021.9,63.5,2024,3,10,6,Sunday,14.799999999999997,1113.7
2024-03-10,Bengaluru,Karnataka,43.7,38.2,40.9,43.7,0.0,11.3,237,Poor,1012.7,71.3,2024,3,10,6,Sunday,5.5,1787.3300000000002
2024-03-10,Chennai,Tamil Nadu,31.4,25.5,28.4,57.8,0.0,9.3,136,Moderate,1016.8,52.3,2024,3,10,6,Sunday,5.899999999999999,1641.5199999999998
2024-03-10,Kolkata,West Bengal,41.2,27.6,34.4,73.7,0.6,5.1,46,Good,998.0,88.8,2024,3,10,6,Sunday,13.600000000000001,2535.28
2024-03-10,Hyderabad,Telangana,40.1,30.3,35.2,59.0,0.0,14.4,336,Very Poor,1013.7,71.7,2024,3,10,6,Sunday,9.8,2076.8
2024-03-10,Ahmedabad,Gujarat,35.6,26.6,31.1,92.0,0.0,21.4,185,Moderate,1002.7,67.7,2024,3,10,6,Sunday,9.0,2861.2000000000003
2024-03-10,Jaipur,Rajasthan,29.0,18.0,23.5,33.9,0.0,19.2,52,Satisfactory,1019.0,78.3,2024,3,10,6,Sunday,11.0,796.65
2024-03-10,Lucknow,Uttar Pradesh,28.9,18.5,23.7,90.8,0.0,11.9,49,Good,1006.5,20.0,2024,3,10,6,Sunday,10.399999999999999,2151.96
2024-03-10,Bhopal,Madhya Pradesh,43.9,36.5,40.2,45.6,0.0,17.3,232,Poor,1021.9,37.8,2024,3,10,6,Sunday,7.399999999999999,1833.1200000000001
2024-03-11,Mumbai,Maharashtra,25.8,18.9,22.3,84.0,0.0,14.3,104,Moderate,990.0,27.9,2024,3,11,0,Monday,6.900000000000002,1873.2
2024-03-11,Delhi,Delhi,30.0,17.0,23.5,48.2,45.3,7.6,271,Poor,992.7,38.9,2024,3,11,0,Monday,13.0,1132.7
2024-03-11,Bengaluru,Karnataka,36.0,22.8,29.4,92.4,0.0,2.9,87,Satisfactory,1024.5,41.4,2024,3,11,0,Monday,13.2,2716.56
2024-03-11,Chennai,Tamil Nadu,38.3,30.5,34.4,68.1,5.9,8.1,245,Poor,1005.7,56.1,2024,3,11,0,Monday,7.799999999999997,2342.64
2024-03-11,Kolkata,West Bengal,40.7,31.7,36.2,72.0,0.0,18.8,190,Moderate,990.7,24.5,2024,3,11,0,Monday,9.000000000000004,2606.4
2024-03-11,Hyderabad,Telangana,42.6,32.3,37.4,90.4,0.0,20.5,322,Very Poor,998.6,90.5,2024,3,11,0,Monday,10.300000000000004,3380.96
2024-03-11,Ahmedabad,Gujarat,43.9,33.7,38.8,74.0,7.8,2.8,96,Satisfactory,1007.4,19.7,2024,3,11,0,Monday,10.199999999999996,2871.2
2024-03-11,Jaipur,Rajasthan,32.3,23.0,27.6,70.5,0.0,15.2,268,Poor,1012.3,57.9,2024,3,11,0,Monday,9.299999999999997,1945.8000000000002
2024-03-11,Lucknow,Uttar Pradesh,31.7,19.1,25.4,58.1,0.0,17.0,66,Satisfactory,1011.7,34.4,2024,3,11,0,Monday,12.599999999999998,1475.74
2024-03-11,Bhopal,Madhya Pradesh,26.8,12.6,19.7,74.8,0.0,21.2,315,Very Poor,991.5,27.5,2024,3,11,0,Monday,14.200000000000001,1473.56
2024-03-12,Mumbai,Maharashtra,25.2,18.2,21.7,92.3,0.0,2.6,168,Moderate,998.6,88.7,2024,3,12,1,Tuesday,7.0,2002.9099999999999
2024-03-12,Delhi,Delhi,39.4,25.2,32.3,56.5,46.2,20.5,217,Poor,992.3,70.8,2024,3,12,1,Tuesday,14.2,1824.9499999999998
2024-03-12,Bengaluru,Karnataka,43.1,36.9,40.0,64.7,0.0,3.6,332,Very Poor,999.7,35.8,2024,3,12,1,Tuesday,6.200000000000003,2588.0
2024-03-12,Chennai,Tamil Nadu,30.7,21.0,25.8,73.6,1.7,21.9,79,Satisfactory,1011.9,68.6,2024,3,12,1,Tuesday,9.7,1898.8799999999999
2024-03-12,Kolkata,West Bengal,43.9,37.6,40.8,80.4,2.7,19.3,231,Poor,997.7,47.1,2024,3,12,1,Tuesday,6.299999999999997,3280.32
2024-03-12,Hyderabad,Telangana,40.4,34.4,37.4,92.6,8.9,13.9,220,Poor,1006.2,34.9,2024,3,12,1,Tuesday,6.0,3463.24
2024-03-12,Ahmedabad,Gujarat,39.6,30.5,35.0,70.9,0.0,21.8,114,Moderate,1006.0,29.9,2024,3,12,1,Tuesday,9.100000000000001,2481.5
2024-03-12,Jaipur,Rajasthan,34.7,20.8,27.7,54.6,0.0,24.8,195,Moderate,1017.0,25.0,2024,3,12,1,Tuesday,13.900000000000002,1512.42
2024-03-12,Lucknow,Uttar Pradesh,29.7,20.6,25.1,80.7,26.0,15.6,227,Poor,1003.3,52.7,2024,3,12,1,Tuesday,9.099999999999998,2025.5700000000002
2024-03-12,Bhopal,Madhya Pradesh,36.2,26.3,31.3,62.8,0.0,5.0,333,Very Poor,1016.8,93.6,2024,3,12,1,Tuesday,9.900000000000002,1965.6399999999999
2024-03-13,Mumbai,Maharashtra,32.4,26.0,29.2,63.7,0.0,7.8,286,Poor,1004.2,41.4,2024,3,13,2,Wednesday,6.399999999999999,1860.04
2024-03-13,Delhi,Delhi,34.1,27.4,30.8,47.4,5.1,15.0,322,Very Poor,1015.0,94.1,2024,3,13,2,Wednesday,6.700000000000003,1459.92
2024-03-13,Bengaluru,Karnataka,43.9,36.5,40.2,38.6,72.7,21.8,171,Moderate,993.9,95.0,2024,3,13,2,Wednesday,7.399999999999999,1551.7200000000003
2024-03-13,Chennai,Tamil Nadu,25.2,15.8,20.5,33.0,0.0,16.1,174,Moderate,1020.4,67.9,2024,3,13,2,Wednesday,9.399999999999999,676.5
2024-03-13,Kolkata,West Bengal,41.4,27.3,34.4,37.8,0.0,17.4,291,Poor,1020.2,20.5,2024,3,13,2,Wednesday,14.099999999999998,1300.32
2024-03-13,Hyderabad,Telangana,42.1,27.9,35.0,47.2,0.0,3.2,177,Moderate,991.5,73.4,2024,3,13,2,Wednesday,14.200000000000003,1652.0
2024-03-13,Ahmedabad,Gujarat,30.1,23.2,26.7,73.5,0.0,6.4,150,Moderate,1003.5,51.1,2024,3,13,2,Wednesday,6.900000000000002,1962.45
2024-03-13,Jaipur,Rajasthan,31.4,16.8,24.1,71.7,40.1,8.9,227,Poor,993.3,77.0,2024,3,13,2,Wednesday,14.599999999999998,1727.9700000000003
2024-03-13,Lucknow,Uttar Pradesh,36.4,30.9,33.6,39.1,0.0,14.5,301,Very Poor,999.9,95.1,2024,3,13,2,Wednesday,5.5,1313.76
2024-03-13,Bhopal,Madhya Pradesh,39.4,33.7,36.6,36.9,21.2,5.6,238,Poor,1007.1,39.6,2024,3,13,2,Wednesday,5.699999999999996,1350.54
2024-03-14,Mumbai,Maharashtra,27.6,18.3,22.9,47.9,12.8,21.2,49,Good,1000.4,80.0,2024,3,14,3,Thursday,9.3,1096.9099999999999
2024-03-14,Delhi,Delhi,44.3,34.1,39.2,49.7,14.6,2.9,334,Very Poor,1012.9,47.1,2024,3,14,3,Thursday,10.199999999999996,1948.2400000000002
2024-03-14,Bengaluru,Karnataka,29.9,19.6,24.8,61.4,0.0,6.9,217,Poor,1015.8,23.0,2024,3,14,3,Thursday,10.299999999999997,1522.72
2024-03-14,Chennai,Tamil Nadu,29.3,15.7,22.5,91.2,0.0,3.1,205,Poor,999.4,67.2,2024,3,14,3,Thursday,13.600000000000001,2052.0
2024-03-14,Kolkata,West Bengal,43.9,34.9,39.4,75.1,0.0,12.5,331,Very Poor,1006.5,72.1,2024,3,14,3,Thursday,9.0,2958.9399999999996
2024-03-14,Hyderabad,Telangana,31.6,26.2,28.9,62.3,5.5,24.7,311,Very Poor,1023.1,23.7,2024,3,14,3,Thursday,5.400000000000002,1800.4699999999998
2024-03-14,Ahmedabad,Gujarat,39.1,29.6,34.3,65.1,0.0,13.3,319,Very Poor,1010.3,23.0,2024,3,14,3,Thursday,9.5,2232.93
2024-03-14,Jaipur,Rajasthan,38.5,27.2,32.8,36.5,0.0,14.1,67,Satisfactory,1004.1,60.9,2024,3,14,3,Thursday,11.3,1197.1999999999998
2024-03-14,Lucknow,Uttar Pradesh,33.6,26.9,30.2,94.2,0.0,4.2,171,Moderate,1024.2,32.2,2024,3,14,3,Thursday,6.700000000000003,2844.84
2024-03-14,Bhopal,Madhya Pradesh,38.0,32.8,35.4,82.7,0.0,5.7,117,Moderate,1021.3,70.2,2024,3,14,3,Thursday,5.200000000000003,2927.58
2024-03-15,Mumbai,Maharashtra,26.3,14.4,20.4,67.2,0.0,17.4,225,Poor,1024.0,21.7,2024,3,15,4,Friday,11.9,1370.8799999999999
2024-03-15,Delhi,Delhi,33.5,24.0,28.8,46.5,0.0,9.0,261,Poor,996.4,13.2,2024,3,15,4,Friday,9.5,1339.2
2024-03-15,Bengaluru,Karnataka,28.9,17.0,23.0,55.4,0.0,4.3,246,Poor,1000.8,68.1,2024,3,15,4,Friday,11.899999999999999,1274.2
2024-03-15,Chennai,Tamil Nadu,30.7,21.1,25.9,42.6,11.6,6.8,79,Satisfactory,998.0,31.6,2024,3,15,4,Friday,9.599999999999998,1103.34
2024-03-15,Kolkata,West Bengal,37.8,32.0,34.9,38.7,6.5,14.8,76,Satisfactory,999.0,66.8,2024,3,15,4,Friday,5.799999999999997,1350.63
2024-03-15,Hyderabad,Telangana,35.7,26.4,31.0,47.4,71.0,16.0,119,Moderate,1004.2,26.4,2024,3,15,4,Friday,9.300000000000004,1469.3999999999999
2024-03-15,Ahmedabad,Gujarat,34.6,25.9,30.3,89.4,0.0,21.2,143,Moderate,1012.8,63.3,2024,3,15,4,Friday,8.700000000000003,2708.82
2024-03-15,Jaipur,Rajasthan,41.4,36.0,38.7,86.6,0.0,17.4,178,Moderate,990.4,87.8,2024,3,15,4,Friday,5.399999999999999,3351.42
2024-03-15,Lucknow,Uttar Pradesh,31.9,25.5,28.7,58.6,5.0,11.7,290,Poor,1023.6,61.9,2024,3,15,4,Friday,6.399999999999999,1681.82
2024-03-15,Bhopal,Madhya Pradesh,27.2,18.2,22.7,51.9,0.0,3.7,247,Poor,1019.8,25.2,2024,3,15,4,Friday,9.0,1178.1299999999999
2024-03-16,Mumbai,Maharashtra,35.9,22.5,29.2,38.1,49.0,11.5,328,Very Poor,1001.4,62.6,2024,3,16,5,Saturday,13.399999999999999,1112.52
2024-03-16,Delhi,Delhi,41.7,26.8,34.3,31.5,1.2,8.6,57,Satisfactory,998.4,79.8,2024,3,16,5,Saturday,14.900000000000002,1080.4499999999998
2024-03-16,Bengaluru,Karnataka,32.4,22.3,27.4,66.4,7.3,15.5,120,Moderate,1009.2,65.8,2024,3,16,5,Saturday,10.099999999999998,1819.3600000000001
2024-03-16,Chennai,Tamil Nadu,26.7,20.5,23.6,44.6,5.1,20.1,162,Moderate,1002.3,43.4,2024,3,16,5,Saturday,6.199999999999999,1052.5600000000002
2024-03-16,Kolkata,West Bengal,28.8,23.2,26.0,68.4,0.0,19.9,258,Poor,998.8,83.8,2024,3,16,5,Saturday,5.600000000000001,1778.4
2024-03-16,Hyderabad,Telangana,43.9,34.8,39.4,73.0,0.0,6.3,291,Poor,1007.8,55.2,2024,3,16,5,Saturday,9.100000000000001,2876.2
2024-03-16,Ahmedabad,Gujarat,39.7,28.1,33.9,37.4,45.0,23.2,51,Satisfactory,991.9,83.0,2024,3,16,5,Saturday,11.600000000000001,1267.86
2024-03-16,Jaipur,Rajasthan,32.3,21.9,27.1,39.6,0.0,15.4,258,Poor,1015.0,92.1,2024,3,16,5,Saturday,10.399999999999999,1073.16
2024-03-16,Lucknow,Uttar Pradesh,38.4,29.5,34.0,30.1,1.3,11.6,62,Satisfactory,1015.6,54.6,2024,3,16,5,Saturday,8.899999999999999,1023.4000000000001
2024-03-16,Bhopal,Madhya Pradesh,28.8,15.4,22.1,77.1,18.2,6.8,127,Moderate,990.4,99.8,2024,3,16,5,Saturday,13.4,1703.91
2024-03-17,Mumbai,Maharashtra,38.4,31.6,35.0,67.7,9.0,6.3,105,Moderate,1011.9,37.0,2024,3,17,6,Sunday,6.799999999999997,2369.5
2024-03-17,Delhi,Delhi,31.3,24.5,27.9,88.6,0.0,9.4,175,Moderate,1016.1,97.3,2024,3,17,6,Sunday,6.800000000000001,2471.9399999999996
2024-03-17,Bengaluru,Karnataka,42.2,31.6,36.9,40.2,6.9,22.5,272,Poor,1005.4,90.6,2024,3,17,6,Sunday,10.600000000000001,1483.38
2024-03-17,Chennai,Tamil Nadu,34.8,23.7,29.3,51.2,0.0,9.5,47,Good,1011.8,10.4,2024,3,17,6,Sunday,11.099999999999998,1500.16
2024-03-17,Kolkata,West Bengal,34.0,25.7,29.8,58.5,2.7,13.8,223,Poor,997.0,35.4,2024,3,17,6,Sunday,8.3,1743.3
2024-03-17,Hyderabad,Telangana,26.4,20.0,23.2,34.8,8.1,18.5,239,Poor,1013.4,50.3,2024,3,17,6,Sunday,6.399999999999999,807.3599999999999
2024-03-17,Ahmedabad,Gujarat,25.8,14.6,20.2,80.6,0.0,16.8,146,Moderate,1014.2,87.7,2024,3,17,6,Sunday,11.200000000000001,1628.12
2024-03-17,Jaipur,Rajasthan,40.4,29.8,35.1,87.4,0.0,19.2,56,Satisfactory,1023.8,12.0,2024,3,17,6,Sunday,10.599999999999998,3067.7400000000002
2024-03-17,Lucknow,Uttar Pradesh,43.8,33.5,38.6,70.0,4.9,19.2,299,Poor,1000.9,34.1,2024,3,17,6,Sunday,10.299999999999997,2702.0
2024-03-17,Bhopal,Madhya Pradesh,26.4,12.6,19.5,46.7,6.0,11.5,125,Moderate,1014.1,37.7,2024,3,17,6,Sunday,13.799999999999999,910.6500000000001
2024-03-18,Mumbai,Maharashtra,44.9,32.4,38.7,71.9,0.0,14.7,300,Poor,1016.7,56.1,2024,3,18,0,Monday,12.5,2782.53
2024-03-18,Delhi,Delhi,25.7,17.0,21.3,45.4,15.1,7.1,345,Very Poor,1022.3,45.5,2024,3,18,0,Monday,8.7,967.02
2024-03-18,Bengaluru,Karnataka,36.1,21.8,28.9,30.3,0.0,4.2,208,Poor,1004.9,93.7,2024,3,18,0,Monday,14.3,875.67
2024-03-18,Chennai,Tamil Nadu,35.5,29.1,32.3,30.1,8.1,23.0,64,Satisfactory,997.3,68.2,2024,3,18,0,Monday,6.399999999999999,972.2299999999999
2024-03-18,Kolkata,West Bengal,37.1,30.4,33.8,77.8,0.0,5.9,245,Poor,1016.0,33.8,2024,3,18,0,Monday,6.700000000000003,2629.64
2024-03-18,Hyderabad,Telangana,28.2,16.3,22.2,38.3,4.3,8.0,100,Satisfactory,1020.9,89.7,2024,3,18,0,Monday,11.899999999999999,850.2599999999999
2024-03-18,Ahmedabad,Gujarat,37.3,31.4,34.3,55.4,7.2,8.5,262,Poor,1003.2,14.8,2024,3,18,0,Monday,5.899999999999999,1900.2199999999998
2024-03-18,Jaipur,Rajasthan,35.1,23.0,29.0,46.2,0.0,9.8,200,Moderate,1018.1,90.2,2024,3,18,0,Monday,12.100000000000001,1339.8000000000002
2024-03-18,Lucknow,Uttar Pradesh,34.1,28.8,31.5,87.1,0.0,9.9,220,Poor,1022.3,7.3,2024,3,18,0,Monday,5.300000000000001,2743.6499999999996
2024-03-18,Bhopal,Madhya Pradesh,36.0,28.8,32.4,57.9,0.0,23.5,121,Moderate,995.8,27.2,2024,3,18,0,Monday,7.199999999999999,1875.9599999999998
2024-03-19,Mumbai,Maharashtra,25.8,19.5,22.6,94.1,0.0,18.5,46,Good,1019.9,29.4,2024,3,19,1,Tuesday,6.300000000000001,2126.66
2024-03-19,Delhi,Delhi,29.5,23.9,26.7,36.7,0.0,7.8,215,Poor,1022.9,91.1,2024,3,19,1,Tuesday,5.600000000000001,979.8900000000001
2024-03-19,Bengaluru,Karnataka,32.1,23.3,27.7,56.8,41.6,23.7,69,Satisfactory,1001.8,58.3,2024,3,19,1,Tuesday,8.8,1573.36
2024-03-19,Chennai,Tamil Nadu,29.0,19.9,24.4,43.4,0.0,15.9,309,Very Poor,1014.2,41.4,2024,3,19,1,Tuesday,9.100000000000001,1058.9599999999998
2024-03-19,Kolkata,West Bengal,36.4,27.0,31.7,34.4,4.7,21.1,44,Good,1007.3,16.3,2024,3,19,1,Tuesday,9.399999999999999,1090.48
2024-03-19,Hyderabad,Telangana,31.1,19.1,25.1,81.4,0.0,11.4,100,Satisfactory,998.1,18.0,2024,3,19,1,Tuesday,12.0,2043.1400000000003
2024-03-19,Ahmedabad,Gujarat,26.1,19.1,22.6,30.6,32.1,6.5,42,Good,1002.1,39.0,2024,3,19,1,Tuesday,7.0,691.5600000000001
2024-03-19,Jaipur,Rajasthan,41.8,36.5,39.1,91.1,0.0,17.0,53,Satisfactory,1003.5,66.5,2024,3,19,1,Tuesday,5.299999999999997,3562.0099999999998
2024-03-19,Lucknow,Uttar Pradesh,26.1,16.5,21.3,65.7,8.9,6.8,164,Moderate,1003.8,35.1,2024,3,19,1,Tuesday,9.600000000000001,1399.41
2024-03-19,Bhopal,Madhya Pradesh,28.0,18.0,23.0,82.1,4.5,18.2,314,Very Poor,1007.2,29.5,2024,3,19,1,Tuesday,10.0,1888.3
2024-03-20,Mumbai,Maharashtra,36.5,29.3,32.9,47.5,13.1,5.0,192,Moderate,1017.9,42.5,2024,3,20,2,Wednesday,7.199999999999999,1562.75
2024-03-20,Delhi,Delhi,42.6,33.5,38.0,64.9,0.0,17.7,167,Moderate,994.2,15.8,2024,3,20,2,Wednesday,9.100000000000001,2466.2000000000003
2024-03-20,Bengaluru,Karnataka,38.0,25.8,31.9,41.6,0.0,21.6,92,Satisfactory,1020.2,78.4,2024,3,20,2,Wednesday,12.2,1327.04
2024-03-20,Chennai,Tamil Nadu,41.4,28.7,35.1,68.8,0.0,13.7,187,Moderate,1010.5,39.1,2024,3,20,2,Wednesday,12.7,2414.88
2024-03-20,Kolkata,West Bengal,32.3,20.9,26.6,88.6,0.0,16.4,126,Moderate,1015.5,93.5,2024,3,20,2,Wednesday,11.399999999999999,2356.7599999999998
2024-03-20,Hyderabad,Telangana,44.0,38.4,41.2,69.2,0.0,17.4,51,Satisfactory,1019.1,19.3,2024,3,20,2,Wednesday,5.600000000000001,2851.0400000000004
2024-03-20,Ahmedabad,Gujarat,42.6,34.4,38.5,38.4,0.0,8.3,317,Very Poor,991.1,44.9,2024,3,20,2,Wednesday,8.200000000000003,1478.3999999999999
2024-03-20,Jaipur,Rajasthan,44.7,33.3,39.0,40.5,0.0,23.2,259,Poor,1016.5,74.5,2024,3,20,2,Wednesday,11.400000000000006,1579.5
